ID	Time	Observation
26	22.0	136.02215500000003
26	24.0	234.96668550000004
26	26.0	336.3057749999999
26	28.0	548.517024
26	30.0	616.094618
26	32.0	803.8085500000001
26	34.0	964.0595000000001
26	36.0	1299.29877
26	38.0	1326.2955519999998
27	14.0	272.6525669999999
27	16.0	429.73055999999997
27	19.0	616.785575
27	21.0	755.9928359999999
27	23.0	963.316998
27	26.0	1139.879571
27	28.0	960.1317449999999
27	30.0	1208.1219254999999
27	33.0	1615.8933420000003
27	34.0	1698.6552000000001
28	14.0	238.7059255
28	16.0	346.21776
28	19.0	534.130128
28	21.0	585.6296960000001
28	23.0	666.6947279999999
28	26.0	947.3001374999999
28	28.0	653.934176
28	30.0	1036.1815625
28	33.0	1131.25
28	34.0	1180.885345
29	14.0	285.40511999999995
29	16.0	330.377224
29	19.0	467.47782900000004
29	21.0	730.6352999999999
29	23.0	901.1921649999999
29	26.0	1010.4534799999998
29	28.0	1156.00496
29	30.0	1565.993142
29	33.0	1702.249686
29	34.0	1332.763056
30	14.0	362.1720700000001
30	16.0	465.86861100000004
30	19.0	431.10284800000005
30	21.0	549.99
30	23.0	866.1168499999999
30	26.0	970.0334
30	28.0	941.481216
30	30.0	1579.418936
30	33.0	2169.584008
31	14.0	151.216846
31	16.0	343.2541499999999
31	19.0	378.44397599999996
31	21.0	629.9577175000001
31	23.0	765.332712
31	26.0	990.5407330000002
31	28.0	913.8773520000002
31	30.0	1533.976578
31	33.0	1843.4431120000002
31	34.0	1381.1676214999998
32	14.0	69.17103400000002
32	16.0	182.772816
32	19.0	330.8650875
32	21.0	372.0060000000001
32	23.0	866.71695
32	26.0	880.6056249999999
32	28.0	624.2619659999999
32	30.0	767.936
32	33.0	1034.1832459999998
32	34.0	707.5071135
33	11.0	56.79
33	12.0	48.76
33	13.0	59.59
33	14.0	105.97
33	17.0	202.58
33	18.0	252.81
33	19.0	266.9
33	20.0	437.44
33	25.0	679.79
33	26.0	425.72
33	27.0	785.82
33	28.0	795.67
33	32.0	1101.41
33	33.0	1257.28
33	34.0	1260.9
34	11.0	0.0
34	12.0	71.36
34	13.0	172.99
34	14.0	168.64
34	17.0	246.23
34	18.0	268.62
34	19.0	305.92
34	20.0	334.46
34	25.0	575.03
34	26.0	708.31
34	27.0	761.83
34	28.0	816.5
34	32.0	864.2
34	33.0	965.91
34	34.0	965.06
35	11.0	66.99
35	12.0	98.72
35	13.0	123.34
35	14.0	123.04
35	17.0	207.6
35	18.0	275.11
35	19.0	368.24
35	20.0	380.36
35	25.0	709.08
35	26.0	733.74
35	27.0	685.0
35	28.0	842.32
35	32.0	1121.91
35	33.0	1222.6
35	34.0	1162.52
36	11.0	50.67
36	12.0	75.35
36	13.0	68.59
36	14.0	95.24
36	17.0	221.76
36	18.0	284.99
36	19.0	390.52
36	20.0	311.91
36	25.0	926.84
36	26.0	794.18
36	27.0	784.41
36	28.0	748.5
36	32.0	1008.22
36	33.0	1202.47
36	34.0	1290.37
37	11.0	126.3
37	12.0	122.66
37	13.0	171.06
37	14.0	163.95
37	17.0	297.03
37	18.0	464.41
37	19.0	522.28
37	20.0	602.73
37	25.0	786.51
37	26.0	1069.2
37	27.0	948.56
37	28.0	1042.96
37	32.0	1250.61
37	33.0	1353.69
37	34.0	1514.43
38	11.0	109.08
38	12.0	161.68
38	13.0	275.71
38	14.0	231.21
38	17.0	299.63
38	18.0	455.69
38	19.0	540.0
38	20.0	713.76
38	25.0	723.82
38	26.0	819.05
38	27.0	791.57
38	28.0	681.34
38	32.0	999.44
38	33.0	1067.65
38	34.0	1132.16
39	11.0	43.58
39	12.0	79.58
39	13.0	76.32
39	14.0	92.2
39	17.0	218.51
39	18.0	213.09
39	19.0	230.31
40	11.0	52.06
40	12.0	78.57
40	13.0	100.28
40	14.0	126.9
40	17.0	203.55
40	18.0	229.95
40	19.0	317.81
41	11.0	79.35
41	12.0	73.23
41	13.0	101.94
41	14.0	111.47
41	17.0	275.86
41	18.0	292.22
41	19.0	359.22
42	11.0	107.1
42	12.0	99.19
42	13.0	163.64
42	14.0	149.04
42	17.0	296.61
42	18.0	510.43
42	19.0	403.52
43	11.0	0.0
43	12.0	51.28
43	13.0	166.45
43	14.0	131.35
43	17.0	213.16
43	18.0	352.45
43	19.0	514.64
44	11.0	142.42
44	12.0	147.88
44	13.0	202.34
44	14.0	189.33
44	17.0	333.92
44	18.0	542.24
44	19.0	543.19
45	11.0	74.21
45	12.0	69.76
45	13.0	102.46
45	14.0	137.15
45	17.0	196.7
45	18.0	256.49
45	19.0	348.97
46	11.0	46.49
46	12.0	66.25
46	13.0	98.22
46	14.0	62.38
46	17.0	202.95
46	18.0	260.8
46	19.0	336.37
47	11.0	41.5
47	12.0	76.5
47	13.0	80.22
47	14.0	71.35
47	17.0	174.07
47	18.0	218.51
47	19.0	190.31
48	11.0	71.77
48	12.0	202.71
48	13.0	88.7
48	14.0	245.32
48	17.0	361.87
48	18.0	423.96
48	19.0	457.06
49	11.0	20.83
49	12.0	74.54
49	13.0	108.72
49	14.0	158.14
49	17.0	229.71
49	18.0	315.37
49	19.0	479.75
50	11.0	132.85
50	12.0	102.33
50	13.0	173.62
50	14.0	159.16
50	17.0	338.03
50	18.0	365.42
50	19.0	572.73
51	12.0	114.0425
51	14.0	107.19126249999998
51	16.0	241.14465000000004
51	19.0	245.665536
51	21.0	580.105728
51	23.0	558.16695
51	26.0	911.35454
51	28.0	968.1132825000001
51	30.0	1305.236222
51	33.0	1425.9293460000001
51	34.0	1553.7001500000001
52	12.0	144.50117399999996
52	14.0	146.3749205
52	16.0	291.248356
52	19.0	410.3859430000001
52	21.0	497.1119090000001
52	23.0	718.9357174999999
52	26.0	962.241427
52	28.0	1328.3860395000002
52	30.0	1584.2237714999997
52	33.0	2084.6826220000003
53	12.0	193.47343750000002
53	14.0	406.92069999999995
53	16.0	428.764032
53	19.0	682.9987500000001
53	21.0	813.4784
53	23.0	927.8143875000001
53	26.0	1211.291712
53	28.0	1387.5982625
53	30.0	1617.7134875000004
53	33.0	2013.9065234999996
54	12.0	226.8362445
54	14.0	325.93089599999996
54	16.0	476.80727399999995
54	19.0	698.403566
54	21.0	913.6021499999999
54	23.0	976.410057
54	26.0	1066.992165
54	28.0	1557.5986999999998
54	30.0	1494.0949905000002
54	33.0	2099.057976
55	12.0	119.93280000000001
55	14.0	139.7039895
55	16.0	193.03493800000004
55	19.0	99.487305
55	21.0	264.637534
55	23.0	294.349199
55	26.0	456.86457199999995
55	28.0	607.5024299999999
55	30.0	742.494897
55	33.0	953.480484
55	34.0	1240.4602840000002
56	12.0	182.71625650000001
56	14.0	193.74080000000006
56	16.0	393.636469
56	19.0	545.5874475
56	21.0	691.7711599999999
56	23.0	929.9215955
56	26.0	1063.7662364999999
56	28.0	1369.190628
56	30.0	1542.2454405000003
56	33.0	1919.1253005000003
56	34.0	1834.7324289999997
57	12.0	145.251306
57	14.0	161.978304
57	16.0	172.663612
57	19.0	247.49963200000002
57	21.0	611.4998855
57	23.0	682.2080460000001
57	26.0	1047.1320580000001
57	28.0	1274.6933145
57	30.0	1527.078132
57	33.0	1711.0052490000003
57	34.0	1672.8825499999998
58	12.0	138.58292699999998
58	14.0	210.6319875
58	16.0	344.97975999999994
58	19.0	422.13652
58	21.0	794.986582
58	23.0	774.5919999999999
58	26.0	1155.5758080000003
58	28.0	1682.542206
58	30.0	1867.220845
58	33.0	2176.043616
59	12.0	145.703125
59	14.0	170.27222400000002
59	16.0	354.86480700000004
59	19.0	556.4209454999999
59	21.0	608.5117125
59	23.0	776.40255
59	26.0	906.2779
59	28.0	1237.3730999999998
59	30.0	1740.8284245
59	33.0	2213.3935239999996
60	13.0	155.400619
60	15.0	298.75736250000006
60	18.0	427.2511594999999
60	20.0	617.04676
60	22.0	747.6624000000002
60	25.0	722.5685750000001
60	27.0	826.8500250000001
60	29.0	1120.745577
60	32.0	1287.1043459999999
60	34.0	1496.7086079999997
61	13.0	194.17604999999998
61	15.0	280.383754
61	18.0	394.649344
61	20.0	492.48504449999996
61	22.0	577.519229
61	25.0	834.474753
61	27.0	955.389456
61	29.0	1083.7414175
61	32.0	1248.439764
61	34.0	1234.359
62	13.0	152.43685100000002
62	15.0	221.41995
62	18.0	297.44347500000003
62	20.0	466.1811
62	22.0	476.6994045
62	25.0	610.52985
62	27.0	728.4200940000001
62	29.0	822.4841710000001
62	32.0	1121.0403749999998
62	34.0	1208.279736
63	13.0	97.703872
63	15.0	136.488168
63	18.0	279.85610549999996
63	20.0	421.97174999999993
63	22.0	510.4537045000001
63	25.0	767.745
63	27.0	623.6759925
63	29.0	860.7990850000001
63	32.0	1128.5740125
63	34.0	1305.9563605
64	13.0	80.51902199999999
64	15.0	192.054888
64	18.0	303.69666149999995
64	20.0	419.4765
64	22.0	642.7380959999999
64	25.0	772.4022080000001
64	27.0	855.3244000000001
64	29.0	1007.7150650000001
64	32.0	1341.7983875
64	34.0	1508.233952
65	13.0	52.013501999999995
65	15.0	108.758862
65	18.0	202.1218
65	20.0	263.3330405
65	22.0	586.7933975
65	25.0	1060.866744
65	27.0	1016.3105680000002
65	29.0	1041.0717789999999
65	32.0	1901.51565
65	34.0	2036.0724480000001
